"Project ID","ARB ID","Project Developer","Project Name","Project VVB","Project Type","Voluntary Status","ARB Status","Project Site Location","Project Site State","Project Site Country","Sustainable Development Goal(s)","Project Notes","Total Number of Credits Registered ","Documents","Project Website",
"ACR288","CAFR5238","280","Camp Shelby Forest Carbon Project","Environmental Services, Inc.","Forest Carbon","N/A","Listed - Active ARB Project","Forrest and Perry Counties","MISSISSIPPI","US","Clean Water and Sanitation;Climate Action;Life on Land","","29945","View","",
"ACR377","NA","California Timberlands 2 LLC","Cappell Creek Improved Forest Management Project","Ruby Canyon Environment","Forest Carbon","N/A","Listed - Active ARB Project","Humboldt County, CA","CALIFORNIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","397743","View","",
"ACR630","NA","Keyrock Environment LLC","Carlisle Abandoned Mine Methane Recovery Project","","Coal Mine Methane","N/A","Listed - Proposed Project","Carlisle","INDIANA","US","Industry, Innovation and Infrastructure;Climate Action","","","View","",
"ACR408","NA","Camco EAM, LLC","Castelanelli Bros Dairy Digester","First Environment, Inc.","Livestock Waste Management","Completed","Not ARB Eligible","San Joaquin County","CALIFORNIA","US","Industry, Innovation and Infrastructure;Sustainable Cities and Communities;Climate Action","","11295","View","",
"ACR651","NA","CH4 Solutions LLC","CH4 - BWM Carbon Capture Project 1","","Coal Mine Methane","N/A","Listed - Proposed Project","Tuscaloosa County","ALABAMA","US","Industry, Innovation and Infrastructure;Climate Action","","","View","",
"ACR109","NA","Chesapeake Energy","Chesapeake Mizer Pneumatic Retrofit","","Industrial Process Emissions","Registered","Not ARB Eligible","Oklahoma, Texas, New Mexico, Kansas and Arkansas","OKLAHOMA","US","Affordable and Clean Energy;Industry, Innovation and Infrastructure;Climate Action","","541804","View","",
"ACR110","NA","Biogas Energy Solutions","Chicago LFG to Energy","ERT","Landfill Gas Capture & Combustion","Completed","Not ARB Eligible","Chicago","ILLINOIS","US","","","62262","View","",
"ACR380","NA","Climate Smart Group","CIG Pilot Project 1 - Nitrogen Management Credit Program (NMCP) Project","Environmental Services, Inc.","Agricultural Land Management","Registered","Not ARB Eligible","NCR","IOWA","US","Zero Hunger;Clean Water and Sanitation;Climate Action","","70","View","",
"ACR390","CALS5390","3Degrees Group, Inc.","Clean Fuel Partners Dane County Biodigester","Agri-Waste Technology, Inc.","Livestock Waste Management","N/A","Listed - Active ARB Project","6321 Cuba Valley Road, Dane County","WISCONSIN","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","47847","View","",
"ACR250","CAFR5203","Steve Miller and Florence Miller Co-Trustees of the Edward Miller Trust","Clear Heart","","Forest Carbon","N/A","Listed - Proposed Project","Mendocino and Sonoma Counties","CALIFORNIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR594","CAMM5594","Environmental Commodities Corporation","CMMC1","SES, Inc.","Coal Mine Methane","N/A","Listed - Active Registry Project","Cadiz","OHIO","US","Industry, Innovation and Infrastructure;Climate Action","","9405","View","www.eccintl.com",
"ACR519","NA","Vermont Forest Carbon LLC","Cold Hollow Carbon - Improved Forest Management Project","SCS Global Services (Scientific Certification Systems)","Forest Carbon","Registered","Not ARB Eligible","Franklin and Lamoille counties","VERMONT","US","Clean Water and Sanitation;Climate Action;Life on Land","","53556","View","",
"ACR460","NA","3Degrees Group, Inc.","Compost Additions to Solano County Rangelands","SCS Global Services (Scientific Certification Systems)","Agricultural Land Management","Canceled","Not ARB Eligible","Solano County, CA","CALIFORNIA","US","Zero Hunger;Sustainable Cities and Communities;Climate Action;Life on Land","","","View","",
"ACR292","CAFR5242","Congaree River LLC","Congaree River","","Forest Carbon","N/A","Listed - Active ARB Project","Coastal Mendocino County","CALIFORNIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","153689","View","",
"ACR442","CAOD5442","A-Gas US Inc.","Coolgas 2019-2","SES, Inc.","Ozone Depleting Substances","N/A","Listed - Active ARB Project","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","113564","View","www.agasamericas.com",
"ACR388","CAMM5244","Keyrock Energy LLC","Corinth Abandoned Mine Methane Recovery Project","SES, Inc.","Coal Mine Methane","N/A","Listed – Active ARB Project","Thompsonville","ILLINOIS","US","Industry, Innovation and Infrastructure;Climate Action","","715675","View","",
"ACR353","CALS5353","3Degrees Group, Inc.","Cow Poo Digester","SES, Inc.","Livestock Waste Management","N/A","Listed - Active ARB Project","Alma Center","WISCONSIN","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","7781","View","",
"ACR279","CAFR5229","The Nature Conservancy","Cumberland Forest - Lonesome Pine Improved Forest Management Project","Ruby Canyon Environment","Forest Carbon","N/A","Listed - Active ARB Project","Wise","VIRGINIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","738480","View","",
"ACR248","CAFR5198","The Nature Conservancy","Cumberland Forest Highlands IFM","Ruby Canyon Environment","Forest Carbon","N/A","Listed - Active ARB Project","Wise, Dickenson, Russell, and Buchannan Counties","VIRGINIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","3391474","View","",
"ACR183","NA","Diversified Pure Chem, LLC","D.P.C. Domestic ODS Destruction Project #12","Ruby Canyon Environment","Ozone Depleting Substances","Registered","Early Action","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","38517","View","www.divpc.com",
"ACR164","NA","Environmental Capital LLC","DANC","First Environment, Inc.","Landfill Gas Capture & Combustion","Completed","Not ARB Eligible","Rodman, NY","NEW YORK","US","","","476553","View","",
"ACR607","CAMM5607","Keyrock Environment LLC","Deep Mine 26 Abandoned Mine Methane Recovery Project","SES, Inc.","Coal Mine Methane","N/A","Listed - Proposed Project","Clintwood","VIRGINIA","US","Industry, Innovation and Infrastructure;Climate Action","","","View","",
"ACR180","NA","DelAgua Health Rwanda Limited","DelAgua Public Health Program in Eastern Africa","","Energy Efficiency","Listed","Not ARB Eligible","Rubavu District, Rwanda","Western Province","RW","Affordable and Clean Energy;Climate Action;Life on Land","","","View","www.delaguahealth.com",
"ACR163","NA","Sexton Energy","Des Plaines LFG to Energy","Landfills +, Inc.","Landfill Gas Capture & Combustion","Completed","Not ARB Eligible","Cook County, IL","ILLINOIS","US","","","115875","View","",
"ACR186","NA","W. M. Beaty & Associates, Inc.","Devil Fire Reforestation","","Forest Carbon","Inactive","Proposed Early Action","Susanville","CALIFORNIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","www.wmbeaty.com",
"ACR246","CAFR5186","W. M. Beaty & Associates, Inc.","Devil Fire Reforestation Compliance Project","Ruby Canyon Environment","Forest Carbon","N/A","Listed - Active Registry Project","Susanville","CALIFORNIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","www.wmbeaty.com",
"ACR111","NA","Devon Energy Group","Devon Mizer Pneumatic Retrofit","Det Norske Veritas (U.S.A.), Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Oklahoma, Texas, Wyoming","OKLAHOMA","US","Affordable and Clean Energy;Industry, Innovation and Infrastructure;Climate Action","","5724","View","",
"ACR421","NA","The Climate Trust","DLLT Wabassus IFM","","Forest Carbon","Canceled","Not ARB Eligible","Washington County","MAINE","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR112","NA","Biogas Energy Solutions","Dolton LFG to Energy","ERT","Landfill Gas Capture & Combustion","Completed","Not ARB Eligible","Dolton","ILLINOIS","US","","","159336","View","",
"ACR307","NA","Era Ecosystem Services","Donner Property","","Forest Carbon","N/A","Listed - Proposed Project","Donner Louisiana","LOUISIANA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR233","CALS5108","Camco EAM, LLC","Double A Dairy","Agri-Waste Technology, Inc.","Livestock Waste Management","N/A","Listed - Active ARB Project","Jerome","IDAHO","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","294783","View","",
"ACR175","NA","Diversified Pure Chem, LLC","DPC Domestic ODS Destruction Project #12","","Ozone Depleting Substances","N/A","ARB Inactive","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","www.divpc.com",
"ACR170","CAOD5002","Environmental Credit Corp.","ECC ODS Destruction 2012","SCS Engineers","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","307729","View","www.envcc.com",
"ACR176","CAOD5013","Environmental Credit Corp.","ECC ODS Destruction 2013","SCS Engineers","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","255227","View","www.envcc.com",
"ACR239","CALS5139","Camco Offsets I, LLC","Edaleen Cow Power, LLC","Dillon Consulting Limited","Livestock Waste Management","N/A","Listed - Active ARB Project","Lynden","WASHINGTON","US","Zero Hunger;Industry, Innovation and Infrastructure;Climate Action","","38301","View","",
"ACR243","CAMM5173","Vessels Carbon Solutions","Elk Creek Coal Mine Methane Destruction & Utilization Project","NSF International Strategic Registrations (NSF-ISR)","Coal Mine Methane","N/A","ARB Completed","Somerset","COLORADO","US","Industry, Innovation and Infrastructure;Climate Action","","266263","View","",
"ACR367","CAMM5367","Vessels Carbon Solutions","Elk Creek Permit Area Abandoned Mine Project","First Environment of California, Inc.","Coal Mine Methane","N/A","Listed - Active ARB Project","Somerset","COLORADO","US","Industry, Innovation and Infrastructure;Climate Action","","704617","View","",
"ACR205","NA","Terra Global Capital","Emission Reductions in California Rice Management Systems","Environmental Services, Inc.","Agricultural Land Management","Completed","Not ARB Eligible","Colusa and Glenn Counties in California’s Sacramento Valley.","CALIFORNIA","US","Zero Hunger;Clean Water and Sanitation;Climate Action;Life on Land","","202","View","",
"ACR231","NA","Terra Global Capital","Emission Reductions in California Rice Management Systems – System 2","","Agricultural Land Management","Canceled","Not ARB Eligible","Colusa, Butte, Sutter, Placer, Glenn, Yuba and Sacramento Counties in California","CALIFORNIA","US","Zero Hunger;Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR230","NA","Terra Global Capital","Emission Reductions in Midsouth Rice Management Systems","SCS Global Services (Scientific Certification Systems)","Agricultural Land Management","Completed","Not ARB Eligible","Prairie, McGhee, Desha, Mississippi and Craighead Counties in Arkansas, and Coahoma, Bolivar, and Washington Counties in Mississippi","ARKANSAS","US","Zero Hunger;Clean Water and Sanitation;Climate Action;Life on Land","","395","View","",
"ACR184","NA","EOS Climate Inc","EOS ACR 2013","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","Registered","Early Action","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","249025","View","www.eosclimate.com",
"ACR213","CAOD5068","EOS Climate Inc","EOS ACR 213","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","127664","View","www.eosclimate.com",
"ACR214","CAOD5069","EOS Climate Inc","EOS ACR 214","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","145580","View","www.eosclimate.com",
"ACR240","CAOD5140","EOS Climate Inc","EOS ACR 240","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","129700","View","www.eosclimate.com",
"ACR252","CAOD5188","EOS Climate Inc","EOS ACR 252","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","140736","View","www.eosclimate.com",
"ACR253","CAOD5189","EOS Climate Inc","EOS ACR 253","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","135017","View","www.eosclimate.com",
"ACR258","CAOD5001","EOS Climate Inc","EOS ACR 258","Ruby Canyon Environment","Ozone Depleting Substances","N/A","Listed - Active ARB Project","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","www.eosclimate.com",
"ACR271","CAOD5211","EOS Climate Inc","EOS ACR 271","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","124882","View","www.eosclimate.com",
"ACR285","CAOD5216","EOS Climate Inc","EOS ACR 285","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","45663","View","www.eosclimate.com",
"ACR311","CAOD5261","EOS Climate Inc","EOS ACR 311","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Clean Harbors","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","107264","View","www.eosclimate.com",
"ACR312","CAOD5262","EOS Climate Inc","EOS ACR 312","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","140871","View","www.eosclimate.com",
"ACR315","CAOD5277","EOS Climate Inc","EOS ACR 315","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","Bowling Green","OHIO","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","86839","View","www.eosclimate.com",
"ACR316","CAOD5278","EOS Climate Inc","EOS ACR 316","Ruby Canyon Environment","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","104897","View","www.eosclimate.com",
"ACR351","CAOD5351","EOS Climate Inc","EOS ACR 351","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","28562","View","www.eosclimate.com",
"ACR352","CAOD5352","EOS Climate Inc","EOS ACR 352","SES, Inc.","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","68637","View","www.eosclimate.com",
"ACR356","CAOD5356","EOS Climate Inc","EOS ACR 356","SES, Inc.","Ozone Depleting Substances","N/A","Listed - Active ARB Project","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","110720","View","www.eosclimate.com",
"ACR357","CAOD5357","EOS Climate Inc","EOS ACR 357","SES, Inc.","Ozone Depleting Substances","N/A","Listed - Active ARB Project","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","84131","View","www.eosclimate.com",
"ACR358","CAOD5358","EOS Climate Inc","EOS ACR 358","SES, Inc.","Ozone Depleting Substances","N/A","Listed - Active ARB Project","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","60749","View","www.eosclimate.com",
"ACR372","CAOD0059","EOS Climate Inc","EOS ACR 372","Ruby Canyon Environment","Ozone Depleting Substances","N/A","Listed - Proposed Project","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","www.eosclimate.com",
"ACR172","CAOD5004","EOS Climate Inc","EOS ARB ODS 2013-2","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","55996","View","www.eosclimate.com",
"ACR178","NA","EOS Climate Inc","EOS ARB ODS 2013-4","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","N/A","ARB Inactive","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","www.eosclimate.com",
"ACR181","CAOD5015","EOS Climate Inc","EOS ARB ODS 2013-6","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","51864","View","www.eosclimate.com",
"ACR193","CAOD5035","EOS Climate Inc","EOS ARB ODS 2013-7","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","84418","View","www.eosclimate.com",
"ACR195","CAOD5049","EOS Climate Inc","EOS ARB ODS 2014-1","NSF International Strategic Registrations (NSF-ISR)","Ozone Depleting Substances","N/A","ARB Completed","El Dorado","ARKANSAS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","122080","View","www.eosclimate.com",
"ACR310","NA","EOS Climate Inc","EOS HFC 310","SCS Global Services (Scientific Certification Systems)","Industrial Process Emissions","Registered","Not ARB Eligible","Champaign","ILLINOIS","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","8468","View","www.eosclimate.com",
"ACR663","NA","Blue Source","Fielding Environmental HFC Reclamation Offset Project","","Industrial Process Emissions","Listed","Not ARB Eligible","Mississauga","ONTARIO","CA","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","",
"ACR360","CAFR5360","Ahtna, Incorporated","Finite Carbon - Ahtna Native Alaskan IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Glennallen, AK","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","15771683","View","",
"ACR571","NA","AMC Maine Woods Initiative LLC","Finite Carbon - AMC Maine Woods Initiative IFM","Aster Global Environmental Solutions, Inc.","Forest Carbon","Listed","Not ARB Eligible","Piscataquis County, Maine","MAINE","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","https://www.finitecarbon.com/clients/land-trusts/",
"ACR412","NA","Cook Inlet Region, Inc.","Finite Carbon - CIRI Native Alaskan IFM","","Forest Carbon","N/A","Listed - Proposed Project","Kenai Peninsula and Matanuska-Susitna Boroughs","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR255","NA","Confederated Tribes of the colville Reservation","Finite Carbon - Colville IFM","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","Nespelem","WASHINGTON","US","Clean Water and Sanitation;Climate Action;Life on Land","","14357787","View","",
"ACR257","NA","Conservancy Management, LLC.","Finite Carbon - Cook's Branch Conservancy IFM","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","Montgomery County","TEXAS","US","Clean Water and Sanitation;Climate Action;Life on Land","","218667","View","",
"ACR396","NA","Finite Carbon Corporation","Finite Carbon - Cooper River IFM","","Forest Carbon","N/A","Listed - Proposed Project","Wando","SOUTH CAROLINA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR290","CAFR5240","The Lyme Timber Company","Finite Carbon - Emory River Improved Forest Management Project","","Forest Carbon","N/A","Listed - Proposed Project","Wartburg","TENNESSEE","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR562","NA","Hiawatha Sportsman's Club","Finite Carbon - Hiawatha Sportsman's Club IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","Listed","Not ARB Eligible","Mackinack County, MI","MICHIGAN","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","https://www.finitecarbon.com/",
"ACR428","CAFR5428","Huna Totem Corporation","Finite Carbon - Huna Totem Native Alaskan IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Southeast Alaska","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","1028121","View","",
"ACR286","CAFR5236","Timberlands, LLC","Finite Carbon - KRP Timberlands IFM","S&A Carbon, LLC","Forest Carbon","N/A","ARB Inactive","Harlan, Leslie, Clay, Perry, Letcher, Knott, & Breathitt Counties","KENTUCKY","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR406","NA","Molpus Woodlands Group","Finite Carbon - Lake Superior Timberlands IFM","","Forest Carbon","N/A","Listed - Proposed Project","Houghton and Keweenaw Counties","MICHIGAN","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR293","CAFR5243","Lakes Region Conservation Trust","Finite Carbon - Lakes Region Conservation Trust IFM","","Forest Carbon","N/A","Listed - Active ARB Project","Carrol, Belknap, Merrimack, & Grafton Counties","NEW HAMPSHIRE","US","Clean Water and Sanitation;Climate Action;Life on Land","","483873","View","",
"ACR249","CAFR5199","The Lyme Timber Company","Finite Carbon - Lyme Wyoming IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky","WEST VIRGINIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","5995666","View","",
"ACR284","CAFR5235","Massachusetts Audubon Society, Inc.","Finite Carbon - Massachusetts Audubon Society IFM","","Forest Carbon","N/A","Listed - Active ARB Project","Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts","MASSACHUSETTS","US","Clean Water and Sanitation;Climate Action;Life on Land","","853781","View","",
"ACR416","CAFR5416","Molpus Woodlands Group","Finite Carbon - Meriwether IFM","","Forest Carbon","N/A","Listed - Active ARB Project","International Falls","MINNESOTA","US","Clean Water and Sanitation;Climate Action;Life on Land","","3942011","View","",
"ACR395","CAFR5395","Molpus Woodlands Group","Finite Carbon - MWF Ned Lake IFM","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","Upper Peninsula","MICHIGAN","US","Clean Water and Sanitation;Climate Action;Life on Land","","994759","View","",
"ACR554","NA","The Lyme Timber Company","Finite Carbon - Opal Mountain Ranch IFM","NSF International Strategic Registrations (NSF-ISR)","Forest Carbon","N/A","Listed - Proposed Project","Prineville","OREGON","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","",
"ACR558","NA","Park Forestry NY, LLC","Finite Carbon - Park Forestry IFM","Aster Global Environmental Solutions, Inc.","Forest Carbon","Listed","Not ARB Eligible","St. Lawrence, Lewis, Hamilton, and Franklin counties in the state of New York and Caledonia, Windham and Windsor counties in the state of Vermont.","NEW YORK","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","finitecarbon.com",
"ACR420","CAFR5420","Sealaska Corporation","Finite Carbon - Sealaska 2 Native Alaskan IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Southeast Alaska","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","2559626","View","",
"ACR324","CAFR5294","Sealaska Corporation","Finite Carbon - Sealaska Native Alaskan IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Southeast Alaska","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","12193704","View","",
"ACR559","NA","Southeastern Cave Conservancy, Inc","Finite Carbon - Southeastern Cave Conservancy IFM","","Forest Carbon","Listed","Not ARB Eligible","ackson Cnty and Dekalb Cnty, AL; Dade Cnty and Walker Cnty, GA; Marion Cnty, TN","GEORGIA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","https://www.finitecarbon.com/clients/land-trusts/",
"ACR256","NA","Tennessee River Gorge Trust","Finite Carbon - Tennessee River Gorge Trust IFM","S&A Carbon, LLC","Forest Carbon","N/A","Listed - Active ARB Project","The Tennessee River Gorge","TENNESSEE","US","Clean Water and Sanitation;Climate Action;Life on Land","","399648","View","",
"ACR247","CAFR5202","The Forestland Group LLC","Finite Carbon - The Forestland Group Chateaugay Woodlands IFM","SCS Global Services (Scientific Certification Systems)","Forest Carbon","N/A","Listed - Active ARB Project","Owls Head","NEW YORK","US","Clean Water and Sanitation;Climate Action;Life on Land","","801405","View","",
"ACR199","NA","The Forestland Group LLC","Finite Carbon - The Forestland Group CT Lakes","GHD Services, Inc.","Forest Carbon","N/A","Listed - Active ARB Project","Coos County","NEW HAMPSHIRE","US","Clean Water and Sanitation;Climate Action;Life on Land","","1865335","View","",
"ACR413","NA","Beach People, LLC","Finite Carbon - Tyonek Native Alaskan IFM","","Forest Carbon","N/A","Listed - Active Registry Project","Kenai Peninsula Borough","ALASKA","US","Clean Water and Sanitation;Climate Action;Life on Land","","1176746","View","",
"ACR209","NA","Weyerhaeuser Company","Finite Carbon - Weyerhaeuser Company IFM 1","","Forest Carbon","N/A","Listed - Proposed Project","Mississippi & Alabama","ALABAMA","US","Clean Water and Sanitation;Climate Action;Life on Land","","","View","www.weyerhaeuser.com",
"ACR524","NA","Foam Supplies, Inc.","Foam Blowing Agent 001","","Industrial Process Emissions","Canceled","Not ARB Eligible","O'Fallon, MO","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","",
"ACR525","NA","True Manufacturing Co., Inc.","Foam Blowing Agent 001","First Environment, Inc.","Industrial Process Emissions","Listed","Not ARB Eligible","O'Fallon","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","","View","",
"ACR348","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City, MO","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","13399","View","n/a",
"ACR446","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001B","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","63104","View","",
"ACR447","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001C","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","93458","View","",
"ACR448","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001D","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","85790","View","",
"ACR457","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001E","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","46868","View","",
"ACR462","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001F","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","60655","View","",
"ACR463","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001G","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","63778","View","",
"ACR464","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001H","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","66273","View","",
"ACR465","NA","Foam Supplies, Inc.","Foam Blowing Agent Project 001I","First Environment, Inc.","Industrial Process Emissions","Registered","Not ARB Eligible","Earth City","MISSOURI","US","Industry, Innovation and Infrastructure;Responsible Consumption and Production;Climate Action","","67092","View","",
